usage_id,booking_id,service_id,quantity,total_price
1269,2306,7,2,172
1270,469,7,1,86
1271,4420,4,3,69
1272,625,2,4,328
1273,2309,8,4,384
1274,1893,1,1,112
1275,4517,3,4,520
1276,1489,4,1,23
1277,4658,5,2,248
1278,445,3,4,520
1279,3485,4,4,92
1280,1218,7,1,86
1281,4370,2,3,246
1282,1301,9,5,530
1283,206,2,1,82
1284,2292,4,3,69
1285,1015,1,1,112
1286,2479,4,5,115
1287,3421,2,3,246
1288,4760,5,2,248
1289,2076,3,2,260
1290,1244,2,5,410
1291,2384,5,4,496
1292,4644,7,3,258
1293,4133,3,4,520
1294,2667,8,1,96
1295,3801,3,2,260
1296,2205,9,4,424
1297,3284,6,1,27
1298,2509,8,4,384
1299,2045,5,2,248
1300,722,8,4,384
1301,2039,2,2,164
1302,1423,9,4,424
1303,3475,1,1,112
1304,4074,6,4,108
1305,367,5,4,496
1306,4432,5,3,372
1307,4992,1,3,336
1308,3638,5,3,372
1309,3489,3,2,260
1310,1104,8,4,384
1311,2064,7,5,430
1312,3237,6,5,135
1313,1819,2,3,246
1314,1521,7,1,86
1315,4344,9,5,530
1316,3088,4,2,46
1317,2295,3,3,390
1318,528,3,2,260
1319,2886,1,4,448
1320,3972,6,1,27
1321,1116,3,5,650
1322,4503,9,2,212
1323,4318,8,2,192
1324,438,1,2,224
1325,182,4,4,92
1326,3085,5,1,124
1327,1215,2,4,328
1328,632,5,2,248
1329,4450,9,3,318
1330,3169,3,3,390
1331,1108,8,1,96
1332,2254,7,1,86
1333,3009,4,4,92
1334,2863,2,4,328
1335,2831,9,3,318
1336,2721,6,4,108
1337,4998,7,5,430
1338,4528,3,4,520
1339,4174,4,1,23
1340,1675,5,3,372
1341,1513,8,4,384
1342,728,2,2,164
1343,2393,9,5,530
1344,3380,6,3,81
1345,3009,9,5,530
1346,2235,4,2,46
1347,2009,9,3,318
1348,11,9,5,530
1349,2954,3,3,390
1350,3852,7,2,172
1351,1183,6,3,81
1352,1749,8,2,192
1353,2326,4,2,46
1354,578,8,2,192
1355,4615,5,4,496
1356,1429,2,4,328
1357,3416,2,4,328
1358,3106,1,5,560
1359,138,5,3,372
1360,4534,5,3,372
1361,2262,8,3,288
1362,125,2,1,82
1363,1609,2,5,410
1364,4178,4,4,92
1365,4839,4,3,69
1366,1078,5,2,248
1367,4414,4,4,92
1368,4326,7,1,86
1369,3191,8,5,480
1370,4676,2,1,82
1371,3695,3,5,650
1372,2700,3,4,520
1373,478,7,2,172
1374,3637,1,3,336
1375,4142,7,5,430
1376,3933,2,3,246
1377,4598,4,4,92
1378,3459,4,4,92
1379,160,5,4,496
1380,2562,7,5,430
1381,1,5,4,496
1382,3786,2,4,328
1383,3408,8,4,384
1384,4087,6,5,135
1385,66,7,4,344
1386,2408,8,3,288
1387,2987,5,4,496
1388,4023,6,5,135
1389,3111,2,5,410
1390,4515,1,3,336
1391,2124,5,5,620
1392,2877,7,4,344
1393,930,6,2,54
1394,194,6,3,81
1395,4377,2,2,164
1396,1976,6,3,81
1397,4592,5,3,372
1398,492,8,3,288
1399,2340,8,4,384
1400,3424,8,4,384
1401,1474,7,2,172
1402,4425,3,3,390
1403,3543,1,2,224
1404,3924,4,4,92
1405,699,6,5,135
1406,3705,6,2,54
1407,3184,3,5,650
1408,491,9,3,318
1409,2594,6,2,54
1410,2110,1,5,560
1411,3637,8,1,96
1412,2474,2,2,164
1413,587,8,4,384
1414,4959,4,3,69
1415,3035,8,5,480
1416,3127,6,1,27
1417,3388,9,3,318
1418,3305,3,2,260
1419,4768,3,3,390
1420,2717,1,4,448
1421,2657,9,2,212
1422,3635,2,3,246
1423,3129,2,2,164
1424,1306,5,1,124
1425,1064,7,4,344
1426,16,2,2,164
1427,3257,7,3,258
1428,1358,2,4,328
1429,935,3,4,520
1430,2747,5,2,248
1431,3961,3,1,130
1432,1037,6,1,27
1433,4029,6,4,108
1434,3415,5,2,248
1435,4638,9,3,318
1436,3206,8,2,192
1437,2430,7,2,172
1438,3694,3,5,650
1439,1823,6,5,135
1440,1083,1,3,336
1441,2939,4,1,23
1442,443,3,1,130
1443,4328,4,5,115
1444,2445,3,3,390
1445,839,5,4,496
1446,780,6,1,27
1447,4315,4,4,92
1448,946,9,3,318
1449,3615,7,3,258
1450,3797,7,3,258
1451,1474,9,3,318
1452,1427,3,3,390
1453,762,3,4,520
1454,661,6,1,27
1455,266,5,4,496
1456,2008,8,4,384
1457,1728,3,3,390
1458,624,8,2,192
1459,13,2,5,410
1460,2383,3,4,520
1461,510,8,2,192
1462,727,8,2,192
1463,3974,9,3,318
1464,4752,2,4,328
1465,2146,3,1,130
1466,1303,8,4,384
1467,4256,6,4,108
1468,658,5,2,248
1469,3763,3,2,260
1470,4094,3,1,130
1471,3629,7,3,258
1472,243,6,3,81
1473,707,8,4,384
1474,109,2,1,82
1475,1622,7,1,86
1476,612,3,3,390
1477,3916,8,1,96
1478,95,8,1,96
1479,2022,9,3,318
1480,3295,9,3,318
1481,4286,6,2,54
1482,236,4,3,69
1483,2143,6,5,135
1484,2630,7,3,258
1485,2105,9,4,424
1486,3737,9,5,530
1487,1583,3,1,130
1488,2421,1,3,336
1489,543,3,1,130
1490,3109,3,2,260
1491,3618,1,2,224
1492,1933,4,1,23
1493,709,2,1,82
1494,481,5,2,248
1495,4818,6,1,27
1496,2095,3,5,650
1497,3472,2,2,164
1498,2320,4,4,92
1499,4178,3,1,130
1500,3353,7,5,430
1501,800,6,1,27
1502,723,5,4,496
1503,3393,1,3,336
1504,1391,7,1,86
1505,3198,7,3,258
1506,4929,3,2,260
1507,2018,5,2,248
1508,916,1,2,224
1509,2087,4,2,46
1510,4938,5,5,620
1511,2442,3,3,390
1512,3073,8,3,288
1513,4420,1,2,224
1514,4947,6,5,135
1515,1325,2,2,164
1516,2615,5,2,248
1517,766,8,5,480
1518,1678,6,1,27
1519,2212,1,5,560
1520,3342,1,2,224
1521,280,1,4,448
1522,263,6,4,108
1523,3832,6,2,54
1524,445,4,1,23
1525,3981,3,5,650
1526,1262,7,1,86
1527,1703,4,4,92
1528,486,7,5,430
1529,1385,4,1,23
1530,4435,4,1,23
1531,3607,8,3,288
1532,1439,9,4,424
1533,484,9,1,106
1534,3772,4,2,46
1535,3110,8,3,288
1536,740,4,3,69
1537,3091,5,2,248
1538,2538,3,5,650
1539,665,3,1,130
1540,1578,8,2,192
1541,2421,7,3,258
1542,3935,4,4,92
1543,3924,4,4,92
1544,3564,6,5,135
1545,4965,2,3,246
1546,2021,7,4,344
1547,1288,8,1,96
1548,2929,7,4,344
1549,2881,7,5,430
1550,4910,9,3,318
1551,3130,4,2,46
1552,1722,1,2,224
1553,1793,5,1,124
1554,746,8,3,288
1555,3087,9,4,424
1556,1880,2,3,246
1557,3066,3,1,130
1558,788,9,2,212
1559,1861,3,4,520
1560,2622,5,5,620
1561,1244,1,5,560
1562,364,9,3,318
1563,643,3,4,520
1564,4718,1,2,224
1565,840,7,5,430
1566,2791,9,5,530
1567,1566,5,2,248
1568,353,2,1,82
1569,3992,9,2,212
1570,661,5,4,496
1571,1284,5,5,620
1572,2298,5,1,124
1573,3214,8,1,96
1574,362,7,2,172
1575,3504,2,3,246
1576,3397,6,1,27
1577,2396,6,2,54
1578,541,8,2,192
1579,255,8,2,192
1580,3871,9,3,318
1581,3384,3,3,390
1582,924,9,3,318
1583,4336,5,5,620
1584,2407,8,3,288
1585,717,6,1,27
1586,1818,7,1,86
1587,1247,4,4,92
1588,304,9,5,530
1589,29,6,5,135
1590,1450,2,4,328
1591,4487,2,5,410
1592,4926,5,5,620
1593,4733,6,4,108
1594,3717,8,3,288
1595,3343,5,4,496
1596,4253,7,1,86
1597,615,4,5,115
1598,2415,3,2,260
1599,1056,2,1,82
1600,3432,5,3,372
1601,181,7,3,258
1602,4272,3,3,390
1603,2071,9,1,106
1604,3967,1,5,560
1605,1230,6,1,27
1606,2768,9,5,530
1607,2810,7,3,258
1608,1108,1,1,112
1609,4408,4,5,115
1610,2144,9,4,424
1611,2747,4,5,115
1612,2915,5,3,372
1613,4825,1,1,112
1614,2854,1,2,224
1615,2284,7,2,172
1616,3108,5,1,124
1617,28,4,1,23
1618,678,2,2,164
1619,2925,2,1,82
1620,3186,8,5,480
1621,4055,3,3,390
1622,3580,8,1,96
1623,4134,5,1,124
1624,1230,3,2,260
1625,3714,5,2,248
1626,3985,8,4,384
1627,2916,5,3,372
1628,2260,7,4,344
1629,524,5,4,496
1630,782,8,4,384
1631,4858,3,3,390
1632,1723,1,2,224
1633,4870,8,2,192
1634,681,7,4,344
1635,2571,8,4,384
1636,1632,5,4,496
1637,346,8,2,192
1638,544,2,1,82
1639,3482,2,2,164
1640,306,4,3,69
1641,196,4,4,92
1642,1248,1,1,112
1643,753,9,5,530
1644,1159,4,2,46
1645,711,6,4,108
1646,3780,2,5,410
1647,1814,3,2,260
1648,3020,1,5,560
1649,2699,9,3,318
1650,2865,5,4,496
1651,2454,4,4,92
1652,4553,6,1,27
1653,1338,7,2,172
1654,3698,2,5,410
1655,4551,4,2,46
1656,4286,2,5,410
1657,2943,5,5,620
1658,2,2,4,328
1659,3874,1,4,448
1660,3854,2,2,164
1661,1591,9,3,318
1662,2853,3,3,390
1663,3764,2,1,82
1664,4984,2,3,246
1665,1662,2,3,246
1666,4326,7,3,258
1667,3644,1,1,112
1668,4578,6,2,54
1669,1487,7,5,430
1670,1048,9,4,424
1671,931,5,3,372
1672,4724,8,3,288
1673,3054,9,2,212
1674,2809,7,5,430
1675,2231,2,5,410
1676,81,3,4,520
1677,4812,6,2,54
1678,1889,1,2,224
1679,4420,4,5,115
1680,3800,3,4,520
1681,2268,8,4,384
1682,3748,3,5,650
1683,3525,4,1,23
1684,586,9,3,318
1685,3864,6,1,27
1686,530,5,2,248
1687,4158,4,5,115
1688,233,5,1,124
1689,848,3,1,130
1690,646,6,4,108
1691,3299,8,3,288
1692,552,9,3,318
1693,1398,4,1,23
1694,1352,9,1,106
1695,4916,1,2,224
1696,4282,7,3,258
1697,4543,7,1,86
1698,1165,2,2,164
1699,4616,9,3,318
1700,964,5,1,124
1701,157,9,5,530
1702,3321,2,5,410
1703,2580,8,5,480
1704,4205,5,3,372
1705,4270,8,2,192
1706,4671,1,2,224
1707,3283,7,3,258
1708,4660,2,1,82
1709,1622,8,3,288
1710,1282,8,1,96
1711,2921,2,4,328
1712,3542,5,4,496
1713,2310,3,5,650
1714,4503,7,2,172
1715,1492,3,4,520
1716,1248,5,3,372
1717,4871,3,4,520
1718,3306,9,5,530
1719,3415,8,5,480
1720,3343,4,2,46
1721,695,1,1,112
1722,654,1,4,448
1723,3811,6,5,135
1724,2378,1,1,112
1725,2982,4,3,69
1726,4826,3,4,520
1727,721,5,2,248
1728,1943,5,2,248
1729,3600,7,1,86
1730,955,9,2,212
1731,3541,4,2,46
1732,2241,9,3,318
1733,3108,9,1,106
1734,3173,3,2,260
1735,4124,8,2,192
1736,2440,8,4,384
1737,2924,6,2,54
1738,946,6,1,27
1739,176,7,3,258
1740,68,7,4,344
1741,844,8,3,288
1742,3271,5,1,124
1743,4604,5,2,248
1744,4,5,5,620
1745,1792,9,4,424
1746,4902,3,3,390
1747,1417,6,3,81
1748,3774,7,1,86
1749,809,5,1,124
1750,1864,3,3,390
1751,2860,1,5,560
1752,4881,1,5,560
1753,531,4,1,23
1754,114,2,5,410
1755,1145,4,5,115
1756,4256,9,2,212
1757,1140,9,4,424
1758,3423,4,3,69
1759,2002,2,4,328
1760,161,3,3,390
1761,2498,6,1,27
1762,2385,5,5,620
1763,3173,7,5,430
1764,1263,6,4,108
1765,17,5,4,496
1766,3961,2,3,246
1767,1685,6,3,81
1768,1453,3,2,260
1769,4053,2,2,164
1770,3648,6,4,108
1771,166,6,2,54
1772,2083,1,3,336
1773,1288,1,3,336
1774,2647,8,5,480
1775,1953,5,3,372
1776,2131,1,1,112
1777,3246,4,4,92
1778,2725,2,1,82
1779,4882,1,1,112
1780,2758,8,4,384
1781,1501,8,2,192
1782,4075,3,1,130
1783,3050,6,4,108
1784,1587,5,5,620
1785,3869,2,1,82
1786,4559,3,2,260
1787,4306,8,4,384
1788,3243,8,4,384
1789,917,4,4,92
1790,489,3,3,390
1791,4390,3,1,130
1792,2655,5,5,620
1793,1446,6,4,108
1794,375,3,2,260
1795,85,1,3,336
1796,3019,5,1,124
1797,4,9,5,530
1798,1314,8,2,192
1799,1872,8,4,384
1800,3738,7,1,86
1801,3176,1,2,224
1802,2875,6,3,81
1803,1279,7,4,344
1804,2908,3,4,520
1805,1906,4,2,46
1806,4300,3,2,260
1807,747,9,2,212
1808,4783,7,1,86
1809,1992,5,5,620
1810,4776,3,5,650
1811,380,2,3,246
1812,1547,8,1,96
1813,2250,7,5,430
1814,2389,1,1,112
1815,455,2,2,164
1816,3023,7,5,430
1817,3172,8,3,288
1818,1728,6,4,108
1819,4441,9,4,424
1820,3557,3,2,260
1821,2986,9,3,318
1822,1988,1,4,448
1823,942,3,5,650
1824,227,7,4,344
1825,3988,6,2,54
1826,666,6,5,135
1827,2794,2,5,410
1828,146,6,3,81
1829,688,8,4,384
1830,3297,7,3,258
1831,4824,5,4,496
1832,135,1,2,224
1833,1686,3,4,520
1834,3357,7,5,430
1835,1174,3,3,390
1836,3477,3,4,520
1837,1707,5,5,620
1838,1505,1,4,448
1839,3085,5,5,620
1840,2253,3,3,390
1841,2548,1,1,112
1842,3510,6,3,81
1843,136,3,5,650
1844,3099,6,4,108
1845,3106,1,2,224
1846,4046,7,3,258
1847,4428,4,4,92
1848,4633,4,3,69
1849,2362,1,5,560
1850,706,4,5,115
1851,582,7,5,430
1852,2555,3,1,130
1853,86,4,5,115
1854,2774,3,3,390
1855,3420,2,4,328
1856,4186,4,2,46
1857,2809,6,4,108
1858,63,3,2,260
1859,206,5,4,496
1860,3804,6,1,27
1861,747,9,4,424
1862,414,9,2,212
1863,1213,5,4,496
1864,3902,2,5,410
1865,1423,7,1,86
1866,2457,9,5,530
1867,3620,6,5,135
1868,649,2,4,328
1869,4484,3,4,520
1870,4434,2,2,164
1871,4290,3,5,650
1872,2267,2,4,328
1873,352,5,1,124
1874,4449,8,5,480
1875,2982,8,5,480
1876,875,9,5,530
1877,1744,7,1,86
1878,2075,5,2,248
1879,4561,8,3,288
1880,4082,2,2,164
1881,508,8,5,480
1882,3000,2,4,328
1883,3933,9,1,106
1884,2796,8,5,480
1885,812,8,4,384
1886,471,7,1,86
1887,3651,8,5,480
1888,994,2,5,410
1889,309,1,5,560
1890,861,7,5,430
1891,2311,3,2,260
1892,718,9,5,530
1893,4254,6,2,54
1894,1819,8,1,96
1895,4157,5,5,620
1896,2277,7,1,86
1897,3441,2,1,82
1898,3613,6,3,81
1899,4916,3,1,130
1900,1790,2,1,82
1901,1709,8,3,288
1902,4200,5,4,496
1903,4866,1,3,336
1904,1227,9,1,106
1905,2464,9,4,424
1906,1013,1,2,224
1907,1815,3,1,130
1908,745,1,3,336
1909,2762,3,1,130
1910,3897,2,5,410
1911,889,7,5,430
1912,3598,6,4,108
1913,4760,6,3,81
1914,3567,7,4,344
1915,2965,7,5,430
1916,88,1,1,112
1917,216,3,4,520
1918,1823,7,5,430
1919,1503,7,1,86
1920,1001,5,5,620
1921,407,6,1,27
1922,1530,9,1,106
1923,3859,2,2,164
1924,4283,4,1,23
1925,1122,9,3,318
1926,2312,5,2,248
1927,1598,1,2,224
1928,3053,9,5,530
1929,4618,8,2,192
1930,2170,7,4,344
1931,4378,5,2,248
1932,65,5,3,372
1933,1403,8,1,96
1934,4772,4,1,23
1935,232,8,1,96
1936,4115,2,3,246
1937,4731,1,3,336
1938,2582,3,5,650
1939,4643,5,2,248
1940,1831,7,4,344
1941,835,6,3,81
1942,2836,3,1,130
1943,1794,9,1,106
1944,1290,4,3,69
1945,111,8,1,96
1946,829,7,2,172
1947,131,3,2,260
1948,3828,2,3,246
1949,2564,2,2,164
1950,4419,6,3,81
1951,4785,3,2,260
1952,92,5,3,372
1953,1238,3,4,520
1954,2203,3,3,390
1955,1600,4,1,23
1956,4291,1,4,448
1957,945,1,1,112
1958,3290,3,2,260
1959,3921,3,2,260
1960,949,1,1,112
1961,3629,1,2,224
1962,2362,1,3,336
1963,91,5,2,248
1964,2414,8,3,288
1965,4055,1,4,448
1966,1454,9,1,106
1967,699,8,3,288
1968,3369,2,5,410
1969,4822,9,5,530
1970,1238,8,3,288
1971,4122,8,5,480
1972,1116,7,2,172
1973,4111,1,5,560
1974,1459,3,2,260
1975,1057,7,3,258
1976,2040,4,5,115
1977,4706,4,3,69
1978,2541,1,2,224
1979,1353,3,5,650
1980,1069,8,4,384
1981,4568,7,4,344
1982,1173,5,2,248
1983,1045,7,3,258
1984,4589,8,2,192
1985,1359,2,2,164
1986,4326,8,4,384
1987,4341,8,3,288
1988,1671,7,5,430
1989,2007,8,3,288
1990,2032,2,2,164
1991,1882,4,2,46
1992,3481,7,4,344
1993,4165,6,1,27
1994,1453,8,1,96
1995,1817,3,3,390
1996,2311,2,4,328
1997,4600,9,5,530
1998,932,2,5,410
1999,4123,9,5,530
2000,3734,2,5,410
2001,4022,8,5,480
2002,1534,3,1,130
2003,1122,5,5,620
2004,1930,5,1,124
2005,2221,8,2,192
2006,3400,6,4,108
2007,1968,1,5,560
2008,1518,9,4,424
2009,4609,9,2,212
2010,408,7,1,86
2011,3128,9,5,530
2012,2422,9,5,530
2013,2447,8,1,96
2014,3550,9,1,106
2015,4746,9,5,530
2016,1765,5,5,620
2017,935,2,1,82
2018,1548,3,4,520
2019,2536,4,4,92
2020,1740,3,5,650
2021,2198,3,5,650
2022,370,5,2,248
2023,3322,3,4,520
2024,355,1,5,560
2025,1401,1,5,560
2026,4856,9,2,212
2027,790,7,2,172
2028,679,8,4,384
2029,2069,8,1,96
2030,4344,2,3,246
2031,238,9,4,424
2032,4197,5,4,496
2033,415,1,5,560
2034,4046,3,3,390
2035,4382,2,4,328
2036,2206,2,1,82
2037,576,2,3,246
2038,2591,5,4,496
2039,1274,7,1,86
2040,3707,4,4,92
2041,3283,7,2,172
2042,2278,8,5,480
2043,4820,6,1,27
2044,4178,1,4,448
2045,1496,1,1,112
2046,4883,2,4,328
2047,3562,5,5,620
2048,409,3,1,130
2049,4712,3,3,390
2050,1198,5,3,372
2051,1418,9,3,318
2052,4851,2,5,410
2053,1666,9,3,318
2054,1342,5,5,620
2055,3614,3,2,260
2056,2421,5,1,124
2057,2976,7,1,86
2058,2649,5,3,372
2059,2948,9,3,318
2060,4584,3,3,390
2061,1711,2,4,328
2062,4109,3,5,650
2063,707,5,3,372
2064,3675,7,5,430
2065,3206,6,1,27
2066,3414,9,2,212
2067,775,5,4,496
2068,3019,8,3,288
2069,1536,5,4,496
2070,4396,5,5,620
2071,697,5,2,248
2072,3690,4,2,46
2073,4268,8,2,192
2074,2900,7,1,86
2075,4761,9,4,424
2076,3327,8,5,480
2077,4604,4,1,23
2078,1633,5,5,620
2079,2334,1,4,448
2080,640,1,4,448
2081,2914,4,5,115
2082,1400,1,1,112
2083,332,2,3,246
2084,4328,6,2,54
2085,4033,6,1,27
2086,4339,9,2,212
2087,1611,5,5,620
2088,697,8,4,384
2089,4804,7,2,172
2090,1350,7,1,86
2091,4934,5,4,496
2092,3147,8,5,480
2093,2133,8,2,192
2094,1889,1,3,336
2095,3589,8,3,288
2096,3384,8,4,384
2097,1404,2,3,246
2098,2590,5,2,248
2099,384,2,2,164
2100,1767,8,1,96
2101,1128,9,3,318
2102,210,9,4,424
2103,4033,1,5,560
2104,4087,3,2,260
2105,3602,8,4,384
2106,4576,6,5,135
2107,1,2,3,246
2108,1980,3,5,650
2109,1539,5,2,248
2110,1128,8,1,96
2111,347,2,4,328
2112,3967,7,2,172
2113,2184,6,4,108
2114,1419,4,5,115
2115,864,5,4,496
2116,4924,3,5,650
2117,688,8,5,480
2118,3457,3,3,390
2119,135,8,4,384
2120,2792,5,4,496
2121,4445,5,3,372
2122,3937,7,1,86
2123,746,4,2,46
2124,4797,6,3,81
2125,1043,6,2,54
2126,3762,5,1,124
2127,3541,8,4,384
2128,1562,2,3,246
2129,599,3,1,130
2130,4461,4,1,23
2131,3198,6,4,108
2132,1711,4,1,23
2133,3309,7,5,430
2134,982,6,2,54
2135,696,3,5,650
2136,400,1,5,560
2137,2113,8,4,384
2138,3425,4,3,69
2139,4520,4,4,92
2140,2318,5,5,620
2141,3106,2,2,164
2142,3282,7,5,430
2143,4368,3,3,390
2144,4522,6,3,81
2145,3213,6,5,135
2146,3920,3,4,520
2147,4456,1,4,448
2148,4351,2,2,164
2149,2662,3,1,130
2150,4961,1,3,336
2151,4255,1,5,560
2152,3323,3,5,650
2153,3053,5,2,248
2154,2044,3,1,130
2155,38,5,5,620
2156,1965,1,2,224
2157,492,7,2,172
2158,1905,9,2,212
2159,4319,3,5,650
2160,2385,8,5,480
2161,1244,5,2,248
2162,2213,8,3,288
2163,2873,7,5,430
2164,3608,7,1,86
2165,2564,8,2,192
2166,2768,4,4,92
2167,4124,3,3,390
2168,4980,3,3,390
2169,846,1,2,224
2170,3888,8,5,480
2171,3646,3,4,520
2172,4757,5,5,620
2173,418,5,1,124
2174,1261,6,3,81
2175,1005,3,1,130
2176,294,5,3,372
2177,3897,2,5,410
2178,4244,6,2,54
2179,1147,3,1,130
2180,3164,6,1,27
2181,2034,6,3,81
2182,3069,1,1,112
2183,4543,7,1,86
2184,4423,9,3,318
2185,189,3,1,130
2186,1864,6,2,54
2187,586,8,3,288
2188,1517,5,2,248
2189,1493,4,5,115
2190,3923,6,5,135
2191,3882,9,3,318
2192,1137,1,4,448
2193,2348,4,5,115
2194,2505,6,4,108
2195,2836,4,1,23
2196,420,9,1,106
2197,491,4,5,115
2198,131,9,2,212
2199,2288,3,5,650
2200,1894,8,3,288
2201,1071,4,3,69
2202,1586,6,2,54
2203,721,2,3,246
2204,2067,2,4,328
2205,2286,1,4,448
2206,1176,8,5,480
2207,4180,4,4,92
2208,1980,8,4,384
2209,2199,5,5,620
2210,1533,5,1,124
2211,3563,4,3,69
2212,2700,6,5,135
2213,1954,5,5,620
2214,2459,2,3,246
2215,1026,3,5,650
2216,2512,2,1,82
2217,1592,7,4,344
2218,779,7,2,172
2219,2219,8,2,192
2220,4754,3,1,130
2221,4028,8,4,384
2222,2727,9,1,106
2223,49,5,4,496
2224,3827,2,2,164
2225,5000,2,3,246
2226,1259,6,5,135
2227,3022,9,3,318
2228,4269,9,4,424
2229,3933,8,2,192
2230,2219,9,4,424
2231,73,3,3,390
2232,4187,2,5,410
2233,2875,5,2,248
2234,1789,1,3,336
2235,3979,8,5,480
2236,4606,3,3,390
2237,180,7,1,86
2238,4833,6,3,81
2239,1530,2,5,410
2240,3123,3,5,650
2241,3742,8,2,192
2242,2669,1,2,224
2243,161,9,2,212
2244,1210,9,1,106
2245,3302,8,5,480
2246,1507,4,3,69
2247,3093,4,1,23
2248,4101,9,4,424
2249,1510,2,2,164
2250,3740,5,1,124
2251,3331,1,1,112
2252,3801,9,5,530
2253,2676,5,1,124
2254,4665,5,1,124
2255,343,6,5,135
2256,164,9,3,318
2257,4667,5,3,372
2258,3023,4,2,46
2259,60,1,1,112
2260,232,6,2,54
2261,1896,7,5,430
2262,4111,8,4,384
2263,4996,5,3,372
2264,4460,1,5,560
2265,3543,4,4,92
2266,1432,6,4,108
2267,1958,6,1,27
2268,2529,6,2,54
2269,4889,3,5,650
2270,3538,5,2,248
2271,4787,1,1,112
2272,4672,1,1,112
2273,1363,5,4,496
2274,4029,9,5,530
2275,4365,4,2,46
2276,2619,9,1,106
2277,938,7,4,344
2278,745,8,5,480
2279,3125,5,4,496
2280,548,6,3,81
2281,3569,3,4,520
2282,319,7,3,258
2283,3235,8,2,192
2284,1997,6,5,135
2285,1219,5,1,124
2286,1930,4,1,23
2287,1432,4,4,92
2288,4673,5,5,620
2289,4325,2,2,164
2290,310,3,2,260
2291,233,9,4,424
2292,2444,2,5,410
2293,2295,9,5,530
2294,1929,2,3,246
2295,2600,5,3,372
2296,177,8,3,288
2297,1799,3,3,390
2298,1021,2,4,328
2299,1567,8,2,192
2300,2830,4,1,23
2301,2458,6,2,54
2302,3856,9,4,424
2303,3382,5,1,124
2304,661,6,5,135
2305,1098,4,4,92
2306,3555,7,5,430
2307,1128,5,4,496
2308,4655,3,1,130
2309,1150,5,4,496
2310,2507,2,4,328
2311,966,9,4,424
2312,2605,6,5,135
2313,3682,8,1,96
2314,2264,7,1,86
2315,2878,3,5,650
2316,1032,6,3,81
2317,2616,7,2,172
2318,3720,8,1,96
2319,2888,2,1,82
2320,4422,4,4,92
2321,1313,6,2,54
2322,3099,8,4,384
2323,1306,7,1,86
2324,4454,1,3,336
2325,2644,8,2,192
2326,1311,6,4,108
2327,4719,9,1,106
2328,2671,6,2,54
2329,1984,7,5,430
2330,2645,7,4,344
2331,4547,2,4,328
2332,657,1,5,560
2333,3290,2,1,82
2334,4518,5,2,248
2335,4101,8,1,96
2336,3354,4,5,115
2337,998,4,3,69
2338,2871,7,2,172
2339,152,6,3,81
2340,2925,3,3,390
2341,762,6,3,81
2342,851,1,2,224
2343,1411,6,5,135
2344,4519,8,5,480
2345,3260,9,1,106
2346,4232,8,1,96
2347,1056,3,2,260
2348,3962,5,4,496
2349,3222,5,5,620
2350,4532,2,5,410
2351,4951,7,4,344
2352,1456,9,4,424
2353,4073,2,2,164
2354,4329,1,5,560
2355,2742,6,4,108
2356,4464,1,2,224
2357,4580,4,3,69
2358,1905,2,1,82
2359,1890,6,1,27
2360,4531,7,1,86
2361,1378,9,5,530
2362,2494,5,1,124
2363,2411,3,5,650
2364,3106,2,1,82
2365,1829,9,3,318
2366,4847,3,4,520
2367,2215,3,1,130
2368,4732,8,5,480
2369,2605,5,5,620
2370,968,5,5,620
2371,3532,4,2,46
2372,4095,6,2,54
2373,3196,7,1,86
2374,1564,3,3,390
2375,4081,4,4,92
2376,916,2,3,246
2377,4215,1,1,112
2378,508,1,3,336
2379,2230,9,3,318
2380,885,2,2,164
2381,3403,4,1,23
2382,3943,3,4,520
2383,4894,7,3,258
2384,981,2,2,164
2385,455,5,1,124
2386,2453,6,2,54
2387,1514,5,2,248
2388,1811,3,4,520
2389,108,6,5,135
2390,1417,1,1,112
2391,427,4,2,46
2392,4770,5,5,620
2393,2507,5,5,620
2394,4823,8,2,192
2395,4319,2,3,246
2396,1137,6,4,108
2397,1929,8,5,480
2398,3782,4,4,92
2399,4387,3,3,390
2400,1922,4,5,115
2401,566,4,3,69
2402,2394,1,4,448
2403,3432,4,2,46
2404,706,7,3,258
2405,3522,6,1,27
2406,3691,8,1,96
2407,4285,8,5,480
2408,2862,7,4,344
2409,2292,2,4,328
2410,2639,2,3,246
2411,321,7,2,172
2412,4951,3,1,130
2413,3793,2,1,82
2414,380,6,4,108
2415,805,8,2,192
2416,862,6,2,54
2417,2387,8,3,288
2418,889,9,4,424
2419,2979,8,3,288
2420,3929,6,1,27
2421,1092,9,3,318
2422,4814,7,1,86
2423,2054,2,1,82
2424,2516,4,1,23
2425,4762,9,2,212
2426,858,2,3,246
2427,4532,6,1,27
2428,3731,7,2,172
2429,2113,9,5,530
2430,2658,6,2,54
2431,4492,9,5,530
2432,1908,7,4,344
2433,1031,3,2,260
2434,4220,1,1,112
2435,2883,2,5,410
2436,1265,8,1,96
2437,3320,4,2,46
2438,1159,6,5,135
2439,1964,9,3,318
2440,3418,6,1,27
2441,3154,4,1,23
2442,1692,4,5,115
2443,2497,5,5,620
2444,57,5,4,496
2445,3442,8,2,192
2446,3505,2,2,164
2447,152,1,4,448
2448,4654,4,1,23
2449,2587,9,5,530
2450,4571,9,5,530
2451,2777,8,5,480
2452,69,7,2,172
2453,2797,5,1,124
