payment_id,booking_id,amount,payment_method,payment_date
702,4501,1005,PayPal,2023-08-19
703,438,506,Bank Transfer,2023-12-17
704,2101,1576,Bank Transfer,2023-03-31
705,2187,225,Credit Card,2024-07-22
706,2281,1961,PayPal,2023-08-06
707,788,1454,PayPal,2024-10-20
708,3596,666,Credit Card,2023-12-04
709,2090,1921,Cash,2024-04-15
710,2563,727,Crypto,2023-03-15
711,535,1864,Credit Card,2023-06-30
712,1084,1508,Cash,2024-08-09
713,2370,1219,Crypto,2024-12-20
714,300,697,Cash,2023-07-29
715,2526,1900,Crypto,2023-12-15
716,1714,916,Credit Card,2024-10-28
717,319,933,Cash,2023-04-18
718,2463,642,Cash,2023-06-17
719,1937,1595,PayPal,2024-02-29
720,3016,397,Credit Card,2023-04-24
721,2804,1184,PayPal,2023-05-09
722,4206,1383,Credit Card,2025-02-01
723,2271,993,Bank Transfer,2024-09-14
724,4095,1615,Cash,2023-07-13
725,3172,1908,Cash,2023-11-29
726,1013,134,Crypto,2024-07-28
727,1264,1077,PayPal,2025-01-20
728,2604,1339,Bank Transfer,2024-06-26
729,3354,1898,PayPal,2024-07-02
730,665,377,Cash,2023-12-31
731,4426,766,PayPal,2023-06-17
732,3057,231,Cash,2023-12-27
733,3670,1175,Credit Card,2023-07-10
734,1349,90,Bank Transfer,2024-04-27
735,4414,1817,PayPal,2023-08-20
736,582,1446,Crypto,2024-03-20
737,788,1901,Credit Card,2024-06-06
738,4988,1849,Crypto,2024-12-13
739,2341,1090,Cash,2023-03-04
740,4869,205,Crypto,2024-10-18
741,3989,947,Bank Transfer,2023-04-13
742,4715,1703,Cash,2023-05-21
743,1323,105,Credit Card,2023-05-13
744,723,1010,Crypto,2024-06-27
745,4146,1465,Crypto,2024-06-29
746,3855,380,Crypto,2023-09-15
747,1334,789,Credit Card,2023-11-25
748,1111,1148,Credit Card,2023-08-12
749,147,1619,Crypto,2024-06-28
750,2585,937,Cash,2024-11-02
751,1695,167,Credit Card,2024-10-01
752,2214,1809,PayPal,2023-07-16
753,4479,1737,Bank Transfer,2023-09-29
754,2441,907,Bank Transfer,2025-01-09
755,413,792,Crypto,2024-11-03
756,3364,651,Bank Transfer,2024-06-04
757,1363,775,Cash,2023-07-28
758,4768,1000,Credit Card,2024-06-25
759,744,269,Cash,2024-05-21
760,4894,1840,Bank Transfer,2024-11-10
761,1963,1867,Cash,2024-12-22
762,2048,174,Cash,2023-05-30
763,4194,1848,Bank Transfer,2025-02-09
764,4553,1023,Cash,2025-01-09
765,4719,388,PayPal,2024-07-24
766,653,973,Credit Card,2024-07-12
767,699,1057,Cash,2024-11-20
768,1906,1882,Bank Transfer,2024-05-07
769,3761,734,Credit Card,2024-12-21
770,3663,1897,Crypto,2024-09-01
771,4861,820,Crypto,2025-02-04
772,2487,1950,PayPal,2025-02-04
773,1525,1149,Cash,2024-04-10
774,870,1257,Crypto,2023-06-30
775,3028,1196,Cash,2024-01-24
776,1547,824,Cash,2023-11-06
777,745,404,Credit Card,2024-12-22
778,3314,1687,Crypto,2023-03-02
779,4354,329,Bank Transfer,2025-02-09
780,2642,1301,Credit Card,2023-12-10
781,4330,1854,Credit Card,2023-06-10
782,2872,723,Bank Transfer,2023-11-28
783,2174,1770,Crypto,2024-11-28
784,253,1741,Crypto,2023-10-31
785,2313,1933,Cash,2024-05-21
786,4662,536,Crypto,2023-06-27
787,3200,122,PayPal,2023-04-14
788,3663,476,Bank Transfer,2024-10-06
789,2453,698,PayPal,2025-01-01
790,3552,1683,PayPal,2023-11-21
791,1632,688,Bank Transfer,2024-11-12
792,2373,1919,Credit Card,2023-06-25
793,1721,1835,Cash,2023-02-28
794,1399,404,PayPal,2023-11-03
795,4202,63,Crypto,2024-07-20
796,1691,345,Crypto,2023-12-09
797,3338,1728,Cash,2024-12-15
798,892,1991,Credit Card,2023-03-06
799,52,290,PayPal,2023-10-25
800,4810,1447,Credit Card,2023-10-15
801,1868,301,Credit Card,2023-11-01
802,4784,318,Cash,2024-01-18
803,1779,1718,Crypto,2023-07-18
804,4379,318,Bank Transfer,2024-03-24
805,1800,1902,Cash,2024-06-22
806,3888,1163,Cash,2023-10-11
807,300,157,Crypto,2024-06-20
808,4982,1915,Bank Transfer,2025-01-31
809,2482,1394,Bank Transfer,2024-09-13
810,1239,1373,Credit Card,2024-07-08
811,3334,534,Cash,2023-02-14
812,2775,584,Credit Card,2025-02-01
813,1999,1976,Cash,2023-12-31
814,2491,1620,Crypto,2024-12-29
815,4842,1029,Credit Card,2024-12-07
816,2579,91,Credit Card,2024-02-29
817,3396,227,Cash,2025-01-06
818,2187,881,Credit Card,2024-12-15
819,2598,1965,Crypto,2024-05-04
820,2490,1340,Credit Card,2024-07-21
821,1795,482,Crypto,2023-09-09
822,2721,654,Credit Card,2023-09-14
823,4735,1612,Credit Card,2023-06-19
824,2752,1286,Cash,2023-06-14
825,2713,1453,Crypto,2024-12-25
826,4024,816,Credit Card,2024-11-11
827,1048,1227,Crypto,2024-09-03
828,2527,387,Bank Transfer,2024-02-18
829,3224,611,PayPal,2024-09-25
830,2116,1558,Credit Card,2024-06-16
831,840,715,Credit Card,2024-06-16
832,1762,235,Crypto,2023-12-24
833,3248,1251,Bank Transfer,2023-10-16
834,1064,61,Bank Transfer,2023-08-24
835,4332,152,Crypto,2023-11-22
836,3104,158,Crypto,2024-12-09
837,1701,874,Cash,2023-07-05
838,2331,1091,Cash,2024-09-18
839,2974,365,Crypto,2023-06-05
840,1114,969,PayPal,2023-03-23
841,637,271,Crypto,2024-10-29
842,1636,1263,Bank Transfer,2023-11-09
843,634,230,Crypto,2024-09-24
844,3474,1104,Credit Card,2023-08-27
845,3146,215,Credit Card,2024-04-29
846,2382,600,Cash,2024-04-24
847,2776,1203,Credit Card,2024-09-01
848,3534,417,Crypto,2024-11-05
849,1232,1610,Credit Card,2024-04-15
850,3613,697,Credit Card,2024-05-06
851,191,1142,Cash,2024-05-28
852,4790,429,Cash,2024-04-19
853,4771,996,PayPal,2023-09-23
854,1834,538,Credit Card,2024-06-03
855,2181,1129,PayPal,2025-01-19
856,539,1657,Bank Transfer,2024-10-04
857,2521,1292,Credit Card,2023-09-10
858,4097,1968,Bank Transfer,2024-06-15
859,896,1149,Cash,2024-05-18
860,3412,575,Credit Card,2024-05-14
861,1820,1117,Credit Card,2023-11-19
862,4810,1272,Bank Transfer,2023-12-04
863,467,923,Bank Transfer,2024-07-03
864,1353,1073,PayPal,2023-11-09
865,2542,1110,Crypto,2023-12-04
866,2656,1081,PayPal,2023-09-26
867,3560,1973,Bank Transfer,2024-10-17
868,121,95,Bank Transfer,2024-04-28
869,2409,1739,PayPal,2023-07-20
870,1952,1633,Cash,2025-01-13
871,464,1919,Credit Card,2023-09-05
872,2364,625,Credit Card,2024-08-09
873,1158,482,Bank Transfer,2024-04-02
874,3903,726,Crypto,2023-09-01
875,2012,197,Credit Card,2023-07-27
876,3343,534,PayPal,2023-07-10
877,3405,1653,Credit Card,2023-09-01
878,4287,677,PayPal,2023-10-18
879,4988,336,PayPal,2023-05-25
880,1972,186,PayPal,2023-07-13
881,1501,105,Bank Transfer,2023-03-26
882,4875,412,Bank Transfer,2023-03-11
883,4215,837,Credit Card,2023-09-01
884,2780,880,Bank Transfer,2024-07-09
885,1027,959,Credit Card,2024-06-25
886,498,1627,Crypto,2024-01-19
887,2848,494,PayPal,2024-07-07
888,75,881,Crypto,2024-10-05
889,4632,346,Crypto,2023-12-25
890,3058,1191,Bank Transfer,2023-12-07
891,4033,1483,Crypto,2023-03-19
892,2145,1486,Cash,2024-01-23
893,2118,1203,PayPal,2024-01-26
894,2019,62,Credit Card,2023-08-06
895,1608,770,Cash,2023-06-08
896,3032,1850,Cash,2024-06-11
897,3826,166,Crypto,2024-12-12
898,602,237,PayPal,2024-06-06
899,1206,1630,PayPal,2024-09-01
900,557,458,Bank Transfer,2023-05-30
901,1244,837,Crypto,2024-10-13
902,2421,213,Cash,2024-10-31
903,1298,1861,PayPal,2023-09-28
904,756,545,Cash,2024-06-26
905,3575,1462,Cash,2023-05-31
906,2988,1774,Bank Transfer,2024-05-30
907,4086,252,Bank Transfer,2023-10-12
908,4781,1386,Bank Transfer,2023-09-14
909,4662,235,Cash,2025-01-01
910,982,148,Cash,2024-12-08
911,4523,910,Crypto,2024-07-05
912,3690,218,Cash,2024-11-21
913,2154,1666,Crypto,2023-04-23
914,536,1528,Credit Card,2023-03-05
915,2208,921,PayPal,2024-03-30
916,4970,55,Crypto,2023-07-09
917,3854,561,Credit Card,2023-12-30
918,2673,1823,PayPal,2023-04-28
919,4307,1683,Credit Card,2024-09-26
920,2800,1878,Cash,2024-07-20
921,23,1231,PayPal,2024-08-26
922,2320,704,Cash,2024-10-28
923,3585,779,Bank Transfer,2024-02-06
924,135,1956,Bank Transfer,2023-09-16
925,4263,1780,Cash,2024-12-17
926,602,668,Cash,2025-02-02
927,2227,1356,Credit Card,2025-02-06
928,2893,57,Crypto,2023-03-13
929,1419,1151,PayPal,2023-09-13
930,1371,1344,PayPal,2024-11-27
931,1681,223,Bank Transfer,2024-03-03
932,1550,206,Crypto,2024-09-16
933,4124,1431,PayPal,2025-01-28
934,2833,319,Cash,2024-05-16
935,1527,891,Cash,2023-08-13
936,3445,1919,Crypto,2024-01-06
937,3534,1792,Bank Transfer,2025-01-20
938,2149,1363,Credit Card,2023-06-25
939,3014,1131,Cash,2024-03-12
940,1749,1456,Cash,2023-09-25
941,1102,1837,Bank Transfer,2025-01-01
942,729,368,Bank Transfer,2023-08-02
943,2611,1373,Credit Card,2024-12-12
944,2549,762,Crypto,2024-08-18
945,4035,907,Credit Card,2023-12-17
946,4858,937,Credit Card,2025-01-07
947,2541,345,Bank Transfer,2023-12-22
948,2404,147,Crypto,2024-05-10
949,1940,746,Credit Card,2024-07-14
950,3588,326,PayPal,2023-10-23
951,1020,983,Crypto,2024-10-22
952,229,1183,Bank Transfer,2023-06-29
953,956,338,PayPal,2023-12-25
954,4906,1152,Credit Card,2024-10-21
955,1133,1744,Crypto,2024-02-27
956,1669,254,Cash,2023-05-11
957,3385,1707,Cash,2024-03-16
958,4915,103,Bank Transfer,2024-08-28
959,2569,1077,Bank Transfer,2024-12-02
960,378,475,Credit Card,2024-02-08
961,126,368,Credit Card,2023-12-27
962,1639,611,Cash,2023-07-29
963,3419,1021,Credit Card,2024-09-21
964,597,398,PayPal,2023-06-15
965,443,480,Cash,2023-06-09
966,4091,1059,Credit Card,2023-12-22
967,1031,1473,PayPal,2023-09-12
968,2232,1441,Crypto,2024-07-09
969,2810,1166,Cash,2024-07-31
970,3899,451,Bank Transfer,2024-03-10
971,327,326,Cash,2023-05-20
972,3960,517,Bank Transfer,2024-07-15
973,2162,710,Cash,2023-05-04
974,2901,1241,Crypto,2023-08-27
975,277,1547,Credit Card,2024-05-31
976,3812,345,PayPal,2024-09-05
977,4773,889,Bank Transfer,2024-07-31
978,441,354,Credit Card,2024-02-28
979,1842,1307,Credit Card,2023-12-07
980,4764,940,Bank Transfer,2023-11-25
981,2112,1080,PayPal,2024-10-24
982,2795,1978,Bank Transfer,2023-05-13
983,1539,364,Bank Transfer,2023-10-19
984,4533,1084,Bank Transfer,2025-02-06
985,3445,496,PayPal,2024-05-11
986,1561,1626,PayPal,2023-08-14
987,508,208,Cash,2023-11-30
988,1277,270,PayPal,2023-12-31
989,27,193,PayPal,2024-02-29
990,4038,580,Credit Card,2024-06-13
991,384,1679,Bank Transfer,2023-02-21
992,723,780,Cash,2023-12-01
993,79,1641,Bank Transfer,2023-03-17
994,3545,1554,PayPal,2024-10-15
995,1375,901,Credit Card,2023-12-31
996,4463,1053,Credit Card,2024-07-15
997,1903,1398,PayPal,2024-05-20
998,2558,858,Bank Transfer,2023-02-22
999,4741,381,PayPal,2024-07-08
1000,673,1471,Credit Card,2024-04-01
1001,4695,1012,PayPal,2023-04-22
1002,1786,928,PayPal,2023-03-17
1003,1166,831,Bank Transfer,2023-07-08
1004,3629,959,Credit Card,2023-04-15
1005,120,150,Credit Card,2024-07-26
1006,3851,1869,Bank Transfer,2024-02-25
1007,4190,79,Crypto,2025-01-01
1008,275,1705,PayPal,2023-03-03
1009,912,1857,PayPal,2023-09-29
1010,4222,1956,Bank Transfer,2024-11-18
1011,2251,487,Bank Transfer,2024-11-25
1012,2363,140,PayPal,2023-04-22
1013,2133,220,Bank Transfer,2023-03-09
1014,1990,663,Cash,2024-11-06
1015,2838,1547,Bank Transfer,2023-08-26
1016,250,1087,PayPal,2023-04-17
1017,2346,1042,Bank Transfer,2023-02-26
1018,2793,1311,Bank Transfer,2024-11-02
1019,3940,1111,Crypto,2023-11-09
1020,3838,69,Bank Transfer,2023-07-31
1021,413,1439,Credit Card,2024-05-09
1022,3047,211,PayPal,2023-12-08
1023,2720,1997,Crypto,2023-09-14
1024,2616,1047,Crypto,2024-06-24
1025,3711,860,PayPal,2023-12-29
1026,4589,479,Bank Transfer,2024-05-29
1027,3302,778,Cash,2024-10-14
1028,913,1056,PayPal,2023-02-28
1029,1667,534,Credit Card,2023-07-11
1030,821,59,PayPal,2024-12-30
1031,4027,657,Bank Transfer,2023-02-27
1032,4993,1312,Cash,2025-01-13
1033,2046,824,Credit Card,2023-10-10
1034,3250,666,Cash,2024-05-25
1035,974,865,Bank Transfer,2024-05-18
1036,2231,1723,Crypto,2024-04-17
1037,1423,1804,PayPal,2024-04-11
1038,4841,376,Cash,2024-02-07
1039,1460,740,Bank Transfer,2024-11-15
1040,3758,1626,Credit Card,2024-05-18
1041,1296,104,Crypto,2023-04-15
1042,4796,1393,Cash,2023-08-31
1043,3810,58,Cash,2023-08-28
1044,4614,1372,Bank Transfer,2023-09-17
1045,1508,1542,Cash,2024-01-06
1046,3313,1992,Crypto,2023-08-01
1047,2230,1292,PayPal,2024-01-20
1048,999,1602,Credit Card,2024-06-05
1049,2431,1620,Bank Transfer,2024-04-16
1050,4639,1544,Cash,2023-06-13
1051,3924,1019,Credit Card,2023-03-26
1052,675,1390,Bank Transfer,2023-06-11
1053,3129,137,Bank Transfer,2023-12-04
1054,314,510,Cash,2024-10-10
1055,3391,1160,Bank Transfer,2024-06-07
1056,4390,1186,Credit Card,2023-11-29
1057,2954,1458,PayPal,2024-09-21
1058,801,1935,Bank Transfer,2025-02-01
1059,1247,1786,Crypto,2023-10-15
1060,565,156,Credit Card,2023-04-03
1061,1611,1631,Cash,2024-09-30
1062,916,1448,PayPal,2023-04-14
1063,1031,1217,PayPal,2024-03-17
1064,1054,260,Bank Transfer,2023-03-25
1065,2600,527,Credit Card,2023-08-05
1066,2831,1044,Cash,2024-07-26
1067,184,1021,Bank Transfer,2024-04-28
1068,2607,1842,Crypto,2024-07-31
1069,4554,665,Crypto,2023-07-14
1070,4049,1566,Cash,2023-03-20
1071,3278,333,Cash,2024-06-22
1072,2588,1358,Credit Card,2023-08-11
1073,4794,411,Credit Card,2023-08-28
1074,2210,940,Credit Card,2023-04-10
1075,236,1155,Crypto,2024-06-22
1076,3163,344,PayPal,2024-11-16
1077,4387,1244,Crypto,2023-04-11
1078,3692,112,PayPal,2023-10-15
1079,13,820,Crypto,2024-04-20
1080,2690,481,Crypto,2023-05-29
1081,4552,1456,PayPal,2024-05-13
1082,2538,829,Cash,2023-05-05
1083,1253,148,PayPal,2024-10-22
1084,2594,1727,Bank Transfer,2023-04-18
1085,641,1777,Credit Card,2023-07-05
1086,4873,571,PayPal,2024-05-21
1087,1993,179,Credit Card,2024-11-20
1088,3287,1448,Crypto,2024-01-28
1089,2072,1078,Credit Card,2024-03-15
1090,1330,338,PayPal,2024-12-26
1091,3773,1746,Cash,2024-11-20
1092,1751,993,Credit Card,2023-08-23
1093,1072,322,PayPal,2024-07-19
1094,4734,1121,Cash,2023-10-28
1095,1664,1550,Crypto,2024-07-17
1096,2419,1145,Bank Transfer,2023-02-17
1097,4131,1950,Credit Card,2024-01-08
1098,4314,1174,PayPal,2024-12-28
1099,631,1842,Cash,2023-04-07
1100,3438,1041,Credit Card,2023-03-12
1101,4884,1584,Bank Transfer,2023-07-01
1102,4203,871,Credit Card,2023-04-11
1103,2882,83,Credit Card,2024-09-14
1104,2533,144,Crypto,2024-02-01
1105,4596,1318,Credit Card,2024-12-30
1106,3278,455,Credit Card,2023-09-26
1107,1331,132,Cash,2023-12-27
1108,1525,928,PayPal,2023-05-31
1109,721,974,Cash,2024-10-18
1110,936,649,Bank Transfer,2024-04-07
1111,4077,1342,Credit Card,2023-09-15
1112,3702,1703,Bank Transfer,2024-10-04
1113,4205,1386,Credit Card,2024-01-03
1114,3675,1280,Credit Card,2023-06-16
1115,118,185,Cash,2024-08-04
1116,4792,1925,PayPal,2023-12-27
1117,4305,1030,Credit Card,2025-02-03
1118,2727,1405,PayPal,2024-07-21
1119,4566,1783,PayPal,2024-09-26
1120,4871,1244,Crypto,2024-05-21
1121,4009,66,PayPal,2023-12-10
1122,1429,1519,Crypto,2024-10-13
1123,3590,1701,Cash,2023-08-14
1124,108,1963,Cash,2024-06-09
1125,579,468,Credit Card,2024-11-19
1126,928,1575,Crypto,2023-03-19
1127,68,935,Credit Card,2025-02-05
1128,3078,634,Crypto,2024-03-15
1129,716,934,Bank Transfer,2024-07-14
1130,2879,924,Bank Transfer,2025-02-08
1131,2629,1100,Credit Card,2023-07-31
1132,1643,157,Crypto,2023-10-16
1133,1633,1542,Bank Transfer,2024-04-30
1134,4946,122,Bank Transfer,2024-09-05
1135,4803,877,Cash,2024-11-04
1136,3647,73,Credit Card,2024-09-10
1137,3406,540,Bank Transfer,2023-08-02
1138,2487,215,Cash,2023-07-11
1139,2117,1898,Cash,2023-11-22
1140,609,833,Cash,2024-02-26
1141,4646,1572,Bank Transfer,2024-06-02
1142,4068,1070,PayPal,2025-01-25
1143,1106,1163,PayPal,2024-11-20
1144,4688,121,Crypto,2023-03-19
1145,1345,1820,Cash,2023-07-10
1146,3513,1251,Credit Card,2024-05-15
1147,163,1728,Credit Card,2023-05-24
1148,1468,1954,Crypto,2024-09-12
1149,25,1192,Cash,2023-11-08
1150,3245,1870,Credit Card,2024-06-25
1151,2594,1776,Bank Transfer,2023-04-02
1152,932,1326,Credit Card,2023-12-29
1153,3442,524,Cash,2024-08-01
1154,1091,1122,Bank Transfer,2023-06-10
1155,1778,1937,Crypto,2024-03-17
1156,3648,915,Cash,2024-08-15
1157,3544,1713,PayPal,2023-05-25
1158,4367,356,Bank Transfer,2024-10-07
1159,4280,221,Crypto,2024-03-21
1160,332,640,PayPal,2024-06-08
1161,726,1367,Bank Transfer,2024-06-08
1162,3676,681,Crypto,2025-02-07
1163,4469,334,Cash,2024-07-08
1164,2083,916,Cash,2024-01-11
1165,1194,558,Cash,2023-05-05
1166,4731,1064,Cash,2024-08-02
1167,571,777,Credit Card,2024-07-22
1168,1116,337,Credit Card,2024-05-03
1169,2031,601,Bank Transfer,2024-04-29
1170,3120,770,Bank Transfer,2025-02-10
1171,2948,478,Bank Transfer,2024-10-23
1172,3483,144,Crypto,2023-02-13
1173,19,1067,Crypto,2024-07-12
1174,735,267,Cash,2024-10-13
1175,2139,231,Credit Card,2025-01-26
1176,4604,379,Bank Transfer,2023-12-15
1177,4447,113,Crypto,2023-07-28
1178,1918,269,Cash,2024-07-06
1179,1612,680,PayPal,2023-08-30
1180,3209,1656,Credit Card,2024-06-10
1181,3113,272,Cash,2024-07-31
1182,4743,1706,PayPal,2023-10-04
1183,2784,1170,Bank Transfer,2024-03-06
1184,2093,349,Credit Card,2024-09-14
1185,3657,1546,PayPal,2024-12-12
1186,1613,1018,Cash,2023-10-13
1187,2495,332,Cash,2024-07-28
1188,3220,1543,Cash,2024-12-16
1189,1822,916,Bank Transfer,2023-05-26
1190,2886,684,PayPal,2023-05-30
1191,4310,1873,Credit Card,2023-07-02
1192,1241,105,Cash,2023-06-06
1193,3095,136,Cash,2024-06-27
1194,2680,529,Crypto,2023-11-15
1195,3212,462,Credit Card,2023-06-22
1196,329,555,PayPal,2024-05-02
1197,898,1533,Cash,2023-06-28
1198,1310,401,PayPal,2024-05-11
1199,3529,1116,Cash,2023-03-20
1200,1266,938,Credit Card,2023-08-20
1201,3951,1265,PayPal,2023-05-14
1202,3889,280,Crypto,2024-01-14
1203,3105,99,Credit Card,2023-02-24
1204,3354,356,Cash,2024-08-12
1205,4994,636,Cash,2025-01-04
1206,3232,64,Crypto,2025-01-11
1207,3080,1487,Crypto,2024-12-06
1208,415,1722,PayPal,2024-05-24
1209,3990,694,Cash,2024-03-05
1210,2387,506,Crypto,2023-11-18
1211,3965,1824,Credit Card,2023-02-16
1212,1353,449,Crypto,2024-05-05
1213,1448,1290,Cash,2024-12-18
1214,1080,1146,Credit Card,2023-02-25
1215,1819,229,Cash,2023-06-20
1216,4743,605,Credit Card,2024-07-30
1217,2553,708,Bank Transfer,2023-04-07
1218,4007,1474,Bank Transfer,2023-12-14
1219,4189,771,PayPal,2024-10-17
1220,4717,895,PayPal,2024-12-09
1221,4410,1730,Crypto,2023-06-04
1222,2325,323,Cash,2024-05-08
1223,3555,449,Cash,2024-01-04
1224,3530,1556,Cash,2023-07-24
1225,1729,1135,Credit Card,2023-10-21
1226,2472,995,Cash,2023-10-28
1227,4159,1324,Bank Transfer,2024-12-14
1228,3192,1709,Cash,2024-12-30
1229,4492,992,Cash,2023-07-08
1230,433,1854,Cash,2024-06-09
1231,698,914,Cash,2025-01-15
1232,2370,1362,Crypto,2023-03-13
1233,4155,421,Crypto,2024-01-09
1234,1992,249,Cash,2023-06-29
1235,4181,959,PayPal,2023-03-15
1236,1883,955,PayPal,2023-05-02
1237,3057,1444,Crypto,2023-11-14
1238,1898,1266,Crypto,2023-03-31
1239,1474,1088,Crypto,2024-10-20
1240,2774,105,Credit Card,2023-09-06
1241,4307,1503,Bank Transfer,2024-03-30
1242,325,832,PayPal,2024-06-28
1243,3189,262,PayPal,2024-09-16
1244,1417,565,Credit Card,2023-10-10
1245,3504,227,Bank Transfer,2023-09-16
1246,3338,757,Crypto,2023-11-05
1247,3526,246,Cash,2024-02-02
1248,1921,1884,PayPal,2023-10-22
1249,205,1477,Crypto,2024-12-25
1250,2046,139,Crypto,2024-06-08
1251,948,844,Cash,2024-03-23
1252,764,804,Cash,2024-04-16
1253,4768,1413,Credit Card,2024-10-08
1254,1732,470,PayPal,2023-10-25
1255,338,1785,Crypto,2023-03-30
1256,2942,1348,Credit Card,2023-12-14
1257,830,216,Crypto,2024-12-27
1258,4906,1470,Bank Transfer,2024-01-08
1259,1092,532,Credit Card,2024-06-28
1260,2054,1425,Bank Transfer,2024-05-17
1261,104,352,Bank Transfer,2025-01-31
1262,1825,317,PayPal,2023-08-18
1263,3104,841,Credit Card,2024-05-30
1264,1056,647,Credit Card,2024-05-22
1265,2764,1432,Cash,2024-05-16
1266,3253,175,PayPal,2023-05-29
1267,1900,928,Cash,2024-12-08
1268,1778,718,Credit Card,2023-04-15
1269,4004,476,Bank Transfer,2024-02-25
1270,4619,1056,PayPal,2024-12-03
1271,962,1070,Cash,2023-09-30
1272,3840,1191,Bank Transfer,2025-01-15
1273,4499,561,Credit Card,2023-09-05
1274,2625,151,Cash,2024-12-26
1275,3091,1828,Crypto,2024-08-17
1276,4767,234,Cash,2024-09-09
1277,2491,964,Crypto,2024-08-10
1278,685,1609,Cash,2024-05-10
1279,1461,828,Credit Card,2024-06-07
1280,1000,1996,Cash,2024-07-10
1281,3844,520,Cash,2024-09-04
1282,2208,1154,Crypto,2025-01-30
1283,2672,723,Bank Transfer,2025-01-24
1284,1780,1401,Bank Transfer,2024-11-01
1285,3454,357,Crypto,2024-08-04
1286,4322,1659,Cash,2024-10-05
1287,3993,1314,Crypto,2024-05-20
1288,2507,1599,Credit Card,2024-08-09
1289,3255,1852,Cash,2023-11-03
1290,1363,959,Bank Transfer,2023-07-29
1291,2692,634,Crypto,2023-08-31
1292,68,448,Crypto,2023-04-19
1293,625,542,Crypto,2023-03-07
1294,4874,1845,Crypto,2024-03-07
1295,2942,831,Cash,2024-01-16
1296,4172,1741,Bank Transfer,2023-03-24
1297,4525,948,Bank Transfer,2023-08-29
1298,512,664,Cash,2024-02-04
1299,3745,535,Credit Card,2023-10-19
1300,1047,536,Crypto,2024-08-05
1301,2873,1091,PayPal,2023-03-14
1302,948,1211,Credit Card,2023-08-18
1303,2849,1490,Crypto,2023-03-14
1304,3861,631,Crypto,2024-05-21
1305,4128,1488,Credit Card,2023-03-15
1306,2505,112,Crypto,2025-02-09
1307,3755,56,Cash,2024-10-31
1308,2608,242,Cash,2024-07-10
1309,1615,1193,Bank Transfer,2024-12-12
1310,2233,550,Cash,2023-07-14
1311,4370,1614,Bank Transfer,2024-05-02
1312,2598,1867,Bank Transfer,2023-12-18
1313,85,478,Crypto,2024-09-05
1314,2697,1780,Crypto,2024-01-30
1315,4688,947,PayPal,2023-02-17
1316,1975,935,PayPal,2023-02-12
1317,2224,849,Credit Card,2024-09-18
1318,252,74,Cash,2023-05-07
1319,2371,439,Credit Card,2024-03-21
1320,4097,1518,Cash,2023-04-02
1321,4423,1409,Credit Card,2024-11-03
1322,1729,465,PayPal,2023-06-01
1323,3758,654,Bank Transfer,2024-07-26
1324,2333,812,Credit Card,2024-01-12
1325,2993,1119,Credit Card,2024-08-29
1326,3489,1729,Bank Transfer,2024-12-01
1327,4863,1061,Bank Transfer,2023-03-15
1328,4148,64,PayPal,2023-03-18
1329,3812,1609,Crypto,2023-08-20
1330,906,1760,Crypto,2024-09-16
1331,255,173,Crypto,2024-01-14
1332,2806,1333,Crypto,2024-09-09
1333,3279,1108,PayPal,2024-04-30
1334,1965,1674,Credit Card,2023-05-01
1335,1703,1898,Crypto,2023-11-21
1336,4882,697,Bank Transfer,2023-12-14
1337,3386,606,Credit Card,2024-05-30
1338,304,380,Bank Transfer,2025-01-19
1339,2365,1507,PayPal,2024-05-07
1340,3267,839,Bank Transfer,2023-05-25
1341,3578,730,Cash,2024-12-03
1342,4068,257,Crypto,2024-10-26
1343,1596,54,Credit Card,2024-05-07
1344,4015,1897,Cash,2024-07-26
1345,3035,990,Crypto,2023-11-13
1346,4494,1181,Crypto,2023-04-11
1347,4213,112,Bank Transfer,2023-12-01
1348,1675,1283,Cash,2024-12-06
1349,1606,730,Cash,2023-11-01
1350,1387,619,PayPal,2024-02-18
1351,1606,1763,Bank Transfer,2023-11-16
1352,186,974,Credit Card,2023-12-04
1353,436,1537,Bank Transfer,2023-07-27
1354,1931,1353,Bank Transfer,2023-04-08
1355,4530,1031,Bank Transfer,2024-12-10
1356,1763,1339,Credit Card,2024-09-19
1357,4970,501,Crypto,2024-12-09
1358,3390,1931,Crypto,2024-06-17
1359,1527,1636,Crypto,2025-01-09
1360,4089,891,PayPal,2023-11-04
1361,3962,291,PayPal,2024-06-23
1362,1771,675,Cash,2024-03-14
1363,1673,1459,Cash,2024-11-24
1364,1459,790,Crypto,2024-08-15
1365,6,348,Cash,2023-07-21
1366,2633,623,Cash,2024-09-10
1367,1273,972,Crypto,2023-11-26
1368,75,1091,PayPal,2024-05-20
1369,1783,584,Bank Transfer,2023-07-28
1370,3097,1343,PayPal,2024-08-25
1371,3305,211,Crypto,2023-11-14
1372,634,1135,Bank Transfer,2024-12-16
1373,4021,889,Cash,2023-08-11
1374,245,1980,Bank Transfer,2024-09-03
1375,2424,1755,Bank Transfer,2024-05-02
1376,2391,1992,Bank Transfer,2024-02-27
1377,2321,1999,Cash,2023-12-07
1378,3441,722,Credit Card,2023-07-20
1379,285,1008,PayPal,2023-10-01
1380,4250,1428,Cash,2024-07-28
1381,2620,1644,Bank Transfer,2023-05-24
1382,425,630,Bank Transfer,2024-06-04
1383,4858,1590,Crypto,2023-08-25
1384,4638,1874,Credit Card,2023-10-09
